ID,Age,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Money_spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_accepted,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
2304,62,1963,PhD,Together,66313,0,1,16-09-2013,86,770.00,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,3,11,0
2308,71,1954,Graduation,Married,46734,0,1,18-11-2012,40,330.00,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,3,11,0
2315,65,1960,Graduation,Divorced,58401,0,1,20-04-2014,55,96.00,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,3,11,0
2320,47,1978,2n Cycle,Married,47025,0,1,12-09-2013,98,635.00,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,3,11,0
2324,53,1972,Graduation,Together,77044,0,1,27-10-2013,12,"1,065.00",625,38,242,50,34,76,2,7,11,11,4,1,1,0,0,0,0,0,3,11,0
2326,35,1990,Graduation,Married,18929,0,0,16-02-2013,15,85.00,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,3,11,0
2337,54,1971,Graduation,Divorced,29819,1,0,24-10-2013,77,39.00,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,3,11,0
2345,43,1982,PhD,Together,70038,0,0,25-10-2013,54,"1,244.00",587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,3,11,0
2350,53,1972,Graduation,Married,59666,1,1,22-03-2013,87,"1,027.00",623,53,178,23,17,133,7,3,2,8,8,1,0,1,0,0,0,0,3,11,0
2371,53,1972,Graduation,Married,33622,1,1,13-04-2013,22,81.00,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,3,11,0
2375,53,1972,Graduation,Together,30261,1,2,25-09-2012,75,22.00,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,3,11,0
2379,72,1953,Graduation,Single,69267,0,0,22-09-2012,31,"1,635.00",778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,0,3,11,1
2387,73,1952,Master,Together,43776,1,1,03-02-2013,9,275.00,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,0,3,11,1
2392,53,1972,Graduation,Married,40321,1,1,29-07-2013,59,102.00,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,3,11,0
2404,49,1976,Graduation,Married,53359,1,1,27-05-2013,4,257.00,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,3,11,0
2406,76,1949,Graduation,Together,54591,0,1,05-08-2013,63,519.00,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,3,11,0
2407,43,1982,Graduation,Married,69109,0,0,09-11-2012,10,"1,555.00",823,25,459,124,29,95,1,6,6,7,4,1,0,0,1,0,0,0,3,11,1
2408,49,1976,Graduation,Married,58597,1,1,20-11-2012,20,733.00,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,3,11,0
2410,56,1969,Graduation,Single,81657,0,0,22-01-2014,69,"1,097.00",364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,3,11,0
2415,63,1962,Graduation,Together,62568,0,1,07-04-2014,99,953.00,362,17,398,80,35,61,3,5,3,5,4,1,0,0,0,1,0,0,3,11,0
2416,56,1969,PhD,Single,66582,0,0,03-03-2014,83,"1,288.00",789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,3,11,0
2426,61,1964,PhD,Divorced,78825,0,0,14-09-2012,35,895.00,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,0,3,11,1
2428,55,1970,Graduation,Married,28164,1,0,04-05-2013,23,78.00,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,3,11,0
2429,71,1954,Graduation,Divorced,72071,0,1,14-02-2013,4,"1,338.00",531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,3,11,0
2431,35,1990,Graduation,Married,18222,0,0,31-12-2012,70,67.00,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,3,11,0
2437,36,1989,Graduation,Married,,0,0,03-06-2013,69,"1,611.00",861,138,461,60,30,61,1,6,5,12,3,2,0,1,0,1,0,0,3,11,0
2445,51,1974,PhD,Together,28440,1,0,07-07-2013,87,63.00,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,3,11,0
2447,46,1979,Graduation,Together,30545,1,0,17-10-2012,71,69.00,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,3,11,0
2452,54,1971,Graduation,Together,34600,1,1,01-01-2013,8,318.00,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,0,3,11,1
2453,65,1960,Graduation,Together,62807,0,1,31-08-2012,83,819.00,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,3,11,0
2456,50,1975,PhD,Married,40233,0,1,14-10-2013,84,149.00,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,3,11,0
2457,50,1975,Basic,Married,30801,0,1,26-10-2012,23,45.00,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,3,11,0
2461,70,1955,Master,Single,51124,1,1,18-12-2013,79,43.00,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,3,11,0
2471,60,1965,Graduation,Married,61482,0,0,27-06-2014,39,299.00,48,58,68,16,66,43,1,3,2,6,2,0,0,0,0,0,0,0,3,11,0
2478,52,1973,Graduation,Married,25410,1,0,31-08-2013,48,38.00,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,3,11,0
2488,69,1956,2n Cycle,Divorced,31395,1,1,23-03-2013,80,64.00,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,3,11,0
2493,59,1966,Graduation,Married,61286,0,1,02-08-2013,34,608.00,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,3,11,0
2495,51,1974,Master,Married,83891,0,1,20-06-2014,24,816.00,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,3,11,0
2499,67,1958,2n Cycle,Single,75342,0,1,06-05-2013,38,563.00,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,3,11,0
2516,56,1969,2n Cycle,Married,46831,1,1,08-06-2013,84,78.00,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,3,11,0
2518,39,1986,2n Cycle,Together,20491,0,0,25-01-2013,16,30.00,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,3,11,0
2521,54,1971,Master,Married,35178,1,0,10-01-2013,10,59.00,23,1,13,2,2,18,1,1,1,2,7,1,1,0,0,0,0,0,3,11,1
2525,51,1974,PhD,Married,38410,0,0,14-09-2012,65,534.00,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,0,3,11,1
2532,38,1987,Master,Single,73454,0,0,01-03-2014,95,"1,651.00",982,73,351,56,14,175,1,2,4,6,5,1,1,0,0,0,0,0,3,11,0
2534,72,1953,Graduation,Married,37716,0,1,21-04-2014,4,188.00,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,3,11,0
2535,47,1978,Master,Married,88097,1,0,18-08-2012,24,844.00,163,0,480,0,126,75,1,6,5,8,9,3,0,1,1,1,0,0,3,11,1
2541,49,1976,Graduation,Married,24027,1,0,09-06-2013,7,48.00,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,3,11,0
2544,74,1951,Master,Divorced,57530,0,1,12-10-2013,68,92.00,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0,3,11,0
2546,48,1977,2n Cycle,Single,31878,0,1,22-06-2014,7,70.00,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,3,11,0
2549,42,1983,PhD,Together,21840,1,0,21-07-2013,80,27.00,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,3,11,0
2552,70,1955,PhD,Single,55521,1,2,22-10-2013,11,446.00,416,0,26,0,0,4,9,6,3,6,7,1,0,1,0,0,0,0,3,11,1
2557,55,1970,Master,Single,29548,1,0,29-08-2013,52,29.00,7,1,6,3,1,11,1,1,1,2,4,1,1,0,0,0,0,0,3,11,0
2561,59,1966,Graduation,Single,63810,0,1,11-11-2012,45,"1,371.00",977,12,253,16,12,101,4,4,3,12,8,1,0,1,0,0,0,0,3,11,0
2563,64,1961,Basic,Married,28249,0,0,15-06-2014,80,43.00,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,3,11,0
2564,72,1953,Graduation,Together,61278,0,1,04-01-2014,87,165.00,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,3,11,0
2565,70,1955,Master,Divorced,70638,0,0,01-06-2013,69,"1,334.00",1016,12,215,16,12,63,1,4,5,10,3,1,0,1,0,0,0,0,3,11,0
2569,38,1987,Graduation,Married,17323,0,0,10-10-2012,38,46.00,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,3,11,0
2570,57,1968,Graduation,Together,56534,0,1,23-07-2013,35,815.00,691,7,61,10,0,46,4,10,4,7,8,2,0,1,0,0,1,0,3,11,1
2574,48,1977,PhD,Married,61996,0,1,31-01-2013,27,"1,230.00",1050,12,144,0,0,24,3,6,4,8,5,3,0,1,0,1,1,0,3,11,1
2579,68,1957,Graduation,Married,71113,0,1,17-12-2013,95,835.00,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,3,11,0
2587,53,1972,PhD,Married,29791,1,0,15-05-2014,21,20.00,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,3,11,0
2589,53,1972,Graduation,Divorced,26759,1,0,07-02-2014,65,59.00,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,3,11,0
2591,66,1959,Graduation,Widow,76320,0,1,22-06-2014,49,932.00,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,3,11,0
2607,72,1953,Graduation,Single,40464,0,1,11-01-2013,78,630.00,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,3,11,0
2611,66,1959,Master,Together,82576,0,0,01-08-2012,66,"1,910.00",1206,55,445,168,18,18,1,2,4,12,1,1,0,0,1,0,0,0,3,11,0
2612,38,1987,Graduation,Married,75794,0,0,24-12-2013,33,"1,682.00",754,160,625,63,32,48,1,7,5,12,3,1,0,0,0,1,0,0,3,11,0
2613,65,1960,Master,Married,54197,0,1,03-04-2014,16,237.00,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,3,11,0
2620,51,1974,PhD,Married,34596,1,0,13-04-2013,48,23.00,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,3,11,1
2625,71,1954,2n Cycle,Single,42607,0,1,17-11-2013,30,350.00,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,3,11,0
2631,43,1982,Graduation,Together,71853,0,0,08-05-2013,29,"1,149.00",358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,3,11,0
2632,71,1954,Graduation,Married,50501,1,1,18-06-2013,10,500.00,297,0,38,13,0,152,7,5,4,4,6,1,1,0,0,0,0,0,3,11,1
2634,46,1979,Master,Single,16653,1,0,18-04-2014,10,69.00,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,0,3,11,1
2639,59,1966,Graduation,Single,43602,1,1,10-01-2014,45,68.00,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,3,11,0
2656,54,1971,Graduation,Divorced,40851,1,1,21-02-2013,63,59.00,23,1,7,0,4,24,1,1,1,2,7,0,0,0,0,0,0,0,3,11,0
2661,61,1964,Graduation,Single,18701,1,1,04-06-2013,95,44.00,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,3,11,0
2666,53,1972,Master,Married,76234,0,1,06-02-2014,21,907.00,519,50,167,130,0,41,1,8,3,11,3,1,0,1,0,0,0,0,3,11,0
2669,32,1993,Graduation,Single,74293,0,0,04-05-2014,66,"1,127.00",375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,3,11,0
2674,67,1958,Master,Single,75154,0,1,04-09-2012,79,"1,143.00",543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,0,3,11,1
2677,69,1956,Graduation,Together,46097,0,1,31-03-2013,11,241.00,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,3,11,0
2678,35,1990,Graduation,Single,34412,1,0,13-02-2013,62,209.00,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,3,11,0
2681,41,1984,2n Cycle,Married,65370,0,0,01-08-2013,1,461.00,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,3,11,0
2683,56,1969,Graduation,Married,52413,0,2,02-02-2013,56,910.00,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,3,11,0
2686,56,1969,Basic,Together,22390,0,0,21-10-2013,49,26.00,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0
2694,58,1967,Graduation,Married,42664,0,1,18-03-2014,44,24.00,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,3,11,0
2698,49,1976,Graduation,Single,47025,0,1,07-11-2013,52,415.00,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,3,11,0
2711,49,1976,Master,Together,30560,1,0,27-06-2013,6,31.00,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,3,11,0
2712,69,1956,Graduation,Married,71866,0,1,25-12-2013,85,715.00,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,3,11,0
2715,59,1966,Master,Divorced,29435,1,1,06-08-2012,11,180.00,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,0,0,3,11,1
2724,44,1981,Master,Single,36143,1,0,30-03-2014,33,19.00,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,3,11,0
2727,52,1973,Graduation,Together,57100,0,0,04-12-2013,19,409.00,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,3,11,0
2730,70,1955,Graduation,Single,80317,0,0,20-08-2013,64,"1,231.00",536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,3,11,0
2736,47,1978,Graduation,Married,73807,0,1,02-01-2013,88,849.00,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,0,3,11,0
2740,67,1958,PhD,Widow,33438,1,1,22-09-2013,81,90.00,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,3,11,0
2747,37,1988,PhD,Married,67546,0,0,31-08-2012,90,"2,126.00",864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,3,11,0
2781,44,1981,Graduation,Single,72066,0,0,23-06-2014,55,"1,792.00",1003,34,536,134,51,34,1,4,6,6,2,2,0,0,1,1,0,0,3,11,1
2782,64,1961,PhD,Married,54456,0,1,11-07-2013,23,404.00,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,3,11,0
2793,49,1976,PhD,Divorced,70179,0,1,21-07-2013,10,"1,034.00",532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,3,11,0
2795,67,1958,Master,Single,30523,2,1,01-07-2013,0,13.00,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0
2797,48,1977,Graduation,Married,72117,0,1,20-08-2013,34,"1,073.00",707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,3,11,0
2798,48,1977,PhD,Together,102160,0,0,02-11-2012,54,"1,240.00",763,29,138,76,176,58,0,7,9,10,4,3,0,1,1,1,0,0,3,11,1
2802,33,1992,2n Cycle,Married,87000,0,0,15-12-2012,61,961.00,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,3,11,0
2804,50,1975,Master,Single,46098,1,1,18-08-2012,86,120.00,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,3,11,1
2807,56,1969,Graduation,Married,56796,0,1,16-02-2013,24,"1,001.00",656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,3,11,0
2811,62,1963,PhD,Single,48918,1,1,12-04-2014,21,62.00,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,3,11,0
2814,49,1976,Master,Together,30560,1,0,27-06-2013,6,31.00,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,3,11,0
2815,50,1975,Graduation,Married,33183,1,0,24-02-2014,46,120.00,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,3,11,0
2826,58,1967,Graduation,Married,22574,2,1,28-10-2013,28,37.00,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,3,11,0
2829,70,1955,Graduation,Married,65210,0,1,10-03-2014,25,731.00,626,0,70,0,7,28,2,9,3,8,6,2,0,1,0,1,0,0,3,11,0
2831,49,1976,Graduation,Together,78416,0,1,27-06-2014,99,"1,179.00",453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,3,11,0
2836,53,1972,PhD,Married,43269,1,0,16-09-2013,61,19.00,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,3,11,0
2849,46,1979,Graduation,Single,60474,0,1,01-04-2013,25,"1,180.00",265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,3,11,0
2853,45,1980,Graduation,Single,51766,1,0,11-03-2014,74,275.00,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,3,11,0
2861,42,1983,Graduation,Single,24072,1,0,16-04-2013,79,23.00,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,3,11,0
2863,55,1970,Graduation,Single,,1,2,23-08-2013,67,"1,052.00",738,20,172,52,50,20,6,2,3,10,7,2,0,1,0,1,0,0,3,11,0
2868,76,1949,PhD,Single,26518,1,1,08-04-2013,33,57.00,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,0,3,11,1
2870,52,1973,Graduation,Married,49094,0,1,21-09-2012,6,502.00,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,3,11,0
2874,37,1988,2n Cycle,Divorced,35388,1,0,07-03-2013,20,32.00,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,3,11,0
2875,47,1978,Graduation,Married,67023,0,0,04-03-2014,93,906.00,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,0,1,3,11,0
2877,51,1974,Master,Together,46014,1,1,21-01-2013,21,541.00,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,3,11,0
2878,78,1947,PhD,Married,67472,0,1,28-09-2013,93,414.00,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,3,11,0
2882,50,1975,2n Cycle,Divorced,67893,0,1,01-10-2012,31,995.00,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,3,11,0
2886,54,1971,Master,Divorced,74290,0,1,12-08-2013,70,"1,217.00",1121,0,72,0,12,12,4,10,8,10,6,2,0,1,0,1,0,0,3,11,0
2891,62,1963,Graduation,Divorced,68118,0,1,18-10-2013,51,928.00,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,3,11,0
2894,40,1985,Graduation,Single,72903,0,0,29-10-2013,74,"2,013.00",1067,138,750,0,19,39,1,7,5,8,4,3,0,1,1,1,0,0,3,11,1
2895,62,1963,Graduation,Single,49980,0,1,23-10-2013,79,195.00,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,3,11,0
2902,67,1958,Graduation,Together,,1,1,03-09-2012,87,45.00,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,3,11,0
2909,51,1974,PhD,Married,78128,0,1,19-02-2014,89,"1,264.00",934,24,230,16,24,36,2,8,4,6,3,2,0,1,1,0,0,0,3,11,0
2918,44,1981,Graduation,Divorced,28510,1,1,13-04-2013,72,91.00,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,3,11,0
2920,50,1975,PhD,Single,52614,0,1,01-12-2012,63,990.00,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,3,11,0
2926,73,1952,Master,Together,55951,0,1,23-08-2012,62,"1,374.00",1241,0,80,0,13,40,3,3,6,11,8,2,0,1,0,0,1,0,3,11,0
2928,50,1975,PhD,Single,52614,0,1,01-12-2012,63,990.00,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,3,11,0
2929,49,1976,Graduation,Single,20180,0,0,20-02-2013,27,137.00,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,3,11,0
2930,47,1978,Master,Single,68092,0,0,16-12-2013,7,"1,281.00",852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,3,11,0
2931,47,1978,Graduation,Divorced,71847,0,0,21-09-2012,95,"1,192.00",737,21,106,55,63,210,0,6,7,9,3,1,0,0,0,1,0,0,3,11,0
2936,43,1982,Master,Together,23661,1,0,04-12-2013,46,23.00,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,3,11,0
2937,51,1974,PhD,Single,68352,0,1,28-08-2013,47,871.00,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,3,11,0
2939,55,1970,Master,Together,79419,0,0,22-06-2014,96,"1,631.00",751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,3,11,0
2942,61,1964,Graduation,Single,45906,0,1,07-05-2013,20,486.00,305,3,27,4,3,144,2,5,4,4,5,1,1,0,0,0,0,0,3,11,0
2945,70,1955,PhD,Together,46015,1,1,13-04-2014,25,46.00,38,0,2,0,0,6,1,1,0,3,7,2,1,0,0,0,1,0,3,11,0
2948,71,1954,Master,Divorced,62637,0,1,01-03-2014,76,185.00,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,0,3,11,0
2952,48,1977,Master,Single,36273,1,0,16-04-2014,80,76.00,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,3,11,0
2958,47,1978,Graduation,Married,28442,2,0,24-02-2014,53,57.00,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,3,11,0
2961,43,1982,Graduation,Married,42081,1,0,26-02-2013,86,382.00,175,10,110,54,6,27,2,6,3,4,6,1,1,0,0,0,0,0,3,11,0
2963,46,1979,Graduation,Together,75507,0,0,02-05-2014,56,"1,440.00",709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,3,11,0
2964,44,1981,Graduation,Married,26872,0,0,16-10-2013,0,72.00,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,3,11,0
2968,82,1943,PhD,Divorced,48948,0,0,01-02-2013,53,902.00,437,8,206,160,49,42,2,7,10,5,6,1,1,0,0,0,0,0,3,11,1
2975,49,1976,Graduation,Together,85606,0,1,12-11-2012,89,"1,956.00",717,42,864,219,30,84,2,6,7,9,3,1,0,0,0,1,0,0,3,11,0
2980,73,1952,Master,Single,8820,1,1,22-03-2013,52,35.00,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,3,11,0
2986,49,1976,Graduation,Married,30772,1,1,12-03-2014,89,20.00,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,3,11,0
2995,68,1957,Master,Together,66636,0,0,17-08-2013,64,"1,084.00",291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,3,11,0
3005,33,1992,Graduation,Single,83528,0,0,01-05-2014,7,"1,650.00",530,117,678,134,44,147,1,4,10,8,1,2,1,0,0,1,0,0,3,11,1
3006,49,1976,Graduation,Divorced,30992,1,0,22-04-2013,83,43.00,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,3,11,0
3007,59,1966,Graduation,Together,37758,1,1,04-10-2012,49,40.00,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,3,11,0
3009,63,1962,PhD,Widow,71670,0,0,09-07-2013,8,"1,766.00",1462,16,128,0,0,160,1,5,3,6,6,3,0,1,1,0,1,0,3,11,1
3010,36,1989,Master,Together,88420,0,0,02-05-2014,87,"2,069.00",957,153,612,99,95,153,1,4,7,8,1,3,1,0,1,1,0,0,3,11,0
3011,60,1965,Graduation,Married,69139,0,1,27-01-2014,23,227.00,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,3,11,0
3025,67,1958,Graduation,Single,49967,0,1,08-07-2013,4,306.00,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,3,11,0
3032,41,1984,Graduation,Married,24570,1,0,27-02-2013,97,193.00,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,3,11,0
3033,62,1963,Master,Together,38620,0,0,11-05-2013,56,318.00,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,3,11,0
3037,42,1983,PhD,Married,50150,0,0,20-06-2013,32,410.00,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,3,11,0
3050,59,1966,Graduation,Married,54198,1,1,17-12-2013,13,235.00,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,3,11,0
3056,47,1978,Graduation,Divorced,63693,0,1,14-10-2013,63,"1,150.00",587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,3,11,0
3066,50,1975,PhD,Together,61905,0,1,04-02-2014,2,231.00,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,3,11,0
3068,35,1990,Graduation,Married,18351,0,0,29-10-2013,1,43.00,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,3,11,0
3074,41,1984,PhD,Married,70643,0,0,15-10-2012,66,"1,828.00",1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,0,3,11,1
3075,53,1972,PhD,Married,59973,0,0,11-09-2013,47,382.00,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,3,11,0
3076,50,1975,Graduation,Together,66653,1,1,07-09-2012,18,612.00,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,3,11,0
3081,47,1978,PhD,Married,41014,1,0,22-04-2013,65,20.00,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0
3083,51,1974,Graduation,Married,45837,1,1,26-07-2013,88,373.00,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,3,11,0
3091,44,1981,2n Cycle,Together,75774,1,0,02-05-2014,27,823.00,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,3,11,0
3099,55,1970,Graduation,Divorced,44267,1,1,25-02-2013,48,310.00,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,3,11,0
3102,44,1981,2n Cycle,Together,19414,1,0,16-10-2013,32,32.00,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,3,11,0
3104,64,1961,Graduation,Single,82332,0,0,17-09-2012,89,"2,006.00",830,59,968,51,79,19,1,5,3,12,2,1,0,0,1,0,0,0,3,11,1
3107,49,1976,Graduation,Together,71322,0,1,02-05-2014,31,350.00,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,3,11,0
3112,48,1977,Master,Married,22701,1,0,05-09-2013,2,24.00,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,3,11,0
